,Title,Subtitle,Location,Date,Link
19,Credit Suisse celebrates the 25th year of the Asian Investment Conference as it explores the road ahead for the region over the next quarter century,"Celebrating its 25th anniversary, the Credit Suisse Asian Investment Conference (AIC) welcomes more than 3,000 attendees for a four-day conference commencing today. The attendees include over 2,000 representatives from the global investment community, who will connect virtually with senior executives from some 350 companies with a total market capitalization of over USD8 trillion, to explore what the next 25 years holds in store for the Asia Pacific (APAC) region.",Hong Kong,21.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-celebrates-25th-year-of-asian-investment-conference.html
20,Credit Suisse Group appoints Rob Cox as Group Head Corporate Communications,Credit Suisse Group today announced the appointment of Rob Cox as Group Head of Corporate Communications.,Zurich,15.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-appoints-head-corp-comms.html
21,Credit Suisse (Schweiz) AG has published its Annual Report 2021,Ad hoc announcement pursuant to article 53 LR,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-ch-annual-report-2021.html
22,Credit Suisse publishes its 2021 Annual Report and Sustainability Report,Ad hoc announcement pursuant to article 53 LR,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/ar-2021.html
23,Credit Suisse Group update on Russia,Credit Suisse Group today published details on its business exposure in Russia as part of its Annual Report disclosures and outlined its stance with respect to the impact of Russia’s invasion of Ukraine.,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-update-russia.html
24,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On March 4, 2022, Credit Suisse announced expected coupon payments for the following ETNs:",New York,04.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
25,Credit Suisse publishes agenda for the 2022 Annual General Meeting of Shareholders,Ad hoc announcement pursuant to article 53 LR,Zurich,30.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/agm-2022-invitation.html
26,Decision by a Court in Bermuda,,Zurich,29.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/decision-court-bermuda.html
27,Credit Suisse acts as Sole Conservation Bond Structurer on World Bank's 'Rhino Bond',,London,24.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/rhino-bond.html
28,Credit Suisse Group Announcement,Ad hoc announcement pursuant to article 53 LR,Zurich,23.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/update-on-trial-in-bermuda.html
29,Credit Suisse Group AG proposes new appointments to the Board of Directors,Ad hoc announcement pursuant to article 53 LR,Zurich,21.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/bod-changes.html
30,Credit Suisse celebrates the 25th year of the Asian Investment Conference as it explores the road ahead for the region over the next quarter century,"Celebrating its 25th anniversary, the Credit Suisse Asian Investment Conference (AIC) welcomes more than 3,000 attendees for a four-day conference commencing today. The attendees include over 2,000 representatives from the global investment community, who will connect virtually with senior executives from some 350 companies with a total market capitalization of over USD8 trillion, to explore what the next 25 years holds in store for the Asia Pacific (APAC) region.",Hong Kong,21.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-celebrates-25th-year-of-asian-investment-conference.html
31,Credit Suisse Group appoints Rob Cox as Group Head Corporate Communications,Credit Suisse Group today announced the appointment of Rob Cox as Group Head of Corporate Communications.,Zurich,15.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-appoints-head-corp-comms.html
32,Credit Suisse (Schweiz) AG has published its Annual Report 2021,Ad hoc announcement pursuant to article 53 LR,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-ch-annual-report-2021.html
33,Credit Suisse publishes its 2021 Annual Report and Sustainability Report,Ad hoc announcement pursuant to article 53 LR,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/ar-2021.html
34,Credit Suisse Group update on Russia,Credit Suisse Group today published details on its business exposure in Russia as part of its Annual Report disclosures and outlined its stance with respect to the impact of Russia’s invasion of Ukraine.,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-update-russia.html
35,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On March 4, 2022, Credit Suisse announced expected coupon payments for the following ETNs:",New York,04.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
36,Credit Suisse Group Statement,"In response to media reporting that Credit Suisse requested third parties to destroy documents linked to clients, Credit Suisse Group issued the following statement:",Zurich,03.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-statement-media.html
37,Credit Suisse trades more than USD 1 billion in derivatives linked to the Credit Suisse RavenPack Artificial Intelligence Index,"As of December 31, 2021, Credit Suisse has traded more than USD 1 billion in notional in derivatives linked to the Credit Suisse RavenPack Artificial Intelligence Index (Bloomberg ticker: CSRPAI5E Index).",New York,03.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-trades-more-than-usd-1-billion-in-derivatives-linked-to-the-credit-suisse-ravenpack-artificial-intelligence-index.html
38,Credit Suisse publishes agenda for the 2022 Annual General Meeting of Shareholders,Ad hoc announcement pursuant to article 53 LR,Zurich,30.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/agm-2022-invitation.html
39,Decision by a Court in Bermuda,,Zurich,29.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/decision-court-bermuda.html
40,Credit Suisse acts as Sole Conservation Bond Structurer on World Bank's 'Rhino Bond',,London,24.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/rhino-bond.html
41,Credit Suisse Group Announcement,Ad hoc announcement pursuant to article 53 LR,Zurich,23.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/update-on-trial-in-bermuda.html
42,Credit Suisse Group AG proposes new appointments to the Board of Directors,Ad hoc announcement pursuant to article 53 LR,Zurich,21.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/bod-changes.html
43,Credit Suisse celebrates the 25th year of the Asian Investment Conference as it explores the road ahead for the region over the next quarter century,"Celebrating its 25th anniversary, the Credit Suisse Asian Investment Conference (AIC) welcomes more than 3,000 attendees for a four-day conference commencing today. The attendees include over 2,000 representatives from the global investment community, who will connect virtually with senior executives from some 350 companies with a total market capitalization of over USD8 trillion, to explore what the next 25 years holds in store for the Asia Pacific (APAC) region.",Hong Kong,21.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-celebrates-25th-year-of-asian-investment-conference.html
44,Credit Suisse Group appoints Rob Cox as Group Head Corporate Communications,Credit Suisse Group today announced the appointment of Rob Cox as Group Head of Corporate Communications.,Zurich,15.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-appoints-head-corp-comms.html
45,Credit Suisse (Schweiz) AG has published its Annual Report 2021,Ad hoc announcement pursuant to article 53 LR,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-ch-annual-report-2021.html
46,Credit Suisse publishes its 2021 Annual Report and Sustainability Report,Ad hoc announcement pursuant to article 53 LR,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/ar-2021.html
47,Credit Suisse Group update on Russia,Credit Suisse Group today published details on its business exposure in Russia as part of its Annual Report disclosures and outlined its stance with respect to the impact of Russia’s invasion of Ukraine.,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-update-russia.html
48,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On March 4, 2022, Credit Suisse announced expected coupon payments for the following ETNs:",New York,04.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
49,Credit Suisse Group Statement,"In response to media reporting that Credit Suisse requested third parties to destroy documents linked to clients, Credit Suisse Group issued the following statement:",Zurich,03.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-statement-media.html
50,Credit Suisse trades more than USD 1 billion in derivatives linked to the Credit Suisse RavenPack Artificial Intelligence Index,"As of December 31, 2021, Credit Suisse has traded more than USD 1 billion in notional in derivatives linked to the Credit Suisse RavenPack Artificial Intelligence Index (Bloomberg ticker: CSRPAI5E Index).",New York,03.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-trades-more-than-usd-1-billion-in-derivatives-linked-to-the-credit-suisse-ravenpack-artificial-intelligence-index.html
51,Credit Suisse Group Statement,"In response to a consortium of media outlets publishing a series of articles, Credit Suisse Group issued the following statement:",Zurich,20.02.2022,https://www.credit-suisse.com/articles/media-releases/2022/02/en/csg-statement-media.html
52,Credit Suisse publishes agenda for the 2022 Annual General Meeting of Shareholders,Ad hoc announcement pursuant to article 53 LR,Zurich,30.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/agm-2022-invitation.html
53,Decision by a Court in Bermuda,,Zurich,29.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/decision-court-bermuda.html
54,Credit Suisse acts as Sole Conservation Bond Structurer on World Bank's 'Rhino Bond',,London,24.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/rhino-bond.html
55,Credit Suisse Group Announcement,Ad hoc announcement pursuant to article 53 LR,Zurich,23.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/update-on-trial-in-bermuda.html
56,Credit Suisse Group AG proposes new appointments to the Board of Directors,Ad hoc announcement pursuant to article 53 LR,Zurich,21.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/bod-changes.html
57,Credit Suisse celebrates the 25th year of the Asian Investment Conference as it explores the road ahead for the region over the next quarter century,"Celebrating its 25th anniversary, the Credit Suisse Asian Investment Conference (AIC) welcomes more than 3,000 attendees for a four-day conference commencing today. The attendees include over 2,000 representatives from the global investment community, who will connect virtually with senior executives from some 350 companies with a total market capitalization of over USD8 trillion, to explore what the next 25 years holds in store for the Asia Pacific (APAC) region.",Hong Kong,21.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-celebrates-25th-year-of-asian-investment-conference.html
58,Credit Suisse Group appoints Rob Cox as Group Head Corporate Communications,Credit Suisse Group today announced the appointment of Rob Cox as Group Head of Corporate Communications.,Zurich,15.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-appoints-head-corp-comms.html
59,Credit Suisse (Schweiz) AG has published its Annual Report 2021,Ad hoc announcement pursuant to article 53 LR,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-ch-annual-report-2021.html
60,Credit Suisse publishes its 2021 Annual Report and Sustainability Report,Ad hoc announcement pursuant to article 53 LR,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/ar-2021.html
61,Credit Suisse Group update on Russia,Credit Suisse Group today published details on its business exposure in Russia as part of its Annual Report disclosures and outlined its stance with respect to the impact of Russia’s invasion of Ukraine.,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-update-russia.html
62,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On March 4, 2022, Credit Suisse announced expected coupon payments for the following ETNs:",New York,04.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
63,Credit Suisse Group Statement,"In response to media reporting that Credit Suisse requested third parties to destroy documents linked to clients, Credit Suisse Group issued the following statement:",Zurich,03.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-statement-media.html
64,Credit Suisse trades more than USD 1 billion in derivatives linked to the Credit Suisse RavenPack Artificial Intelligence Index,"As of December 31, 2021, Credit Suisse has traded more than USD 1 billion in notional in derivatives linked to the Credit Suisse RavenPack Artificial Intelligence Index (Bloomberg ticker: CSRPAI5E Index).",New York,03.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-trades-more-than-usd-1-billion-in-derivatives-linked-to-the-credit-suisse-ravenpack-artificial-intelligence-index.html
65,Credit Suisse Group Statement,"In response to a consortium of media outlets publishing a series of articles, Credit Suisse Group issued the following statement:",Zurich,20.02.2022,https://www.credit-suisse.com/articles/media-releases/2022/02/en/csg-statement-media.html
66,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On February 4, 2022, Credit Suisse announced expected coupon payments for the following ETNs:",New York,04.02.2022,https://www.credit-suisse.com/articles/media-releases/2022/02/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
67,Credit Suisse Earns Recognition for Diversity and Inclusion from Human Rights Campaign Foundation and Bloomberg Gender-Equality Index,Credit Suisse today announced that it has been recognized for its deep commitment to diversity and inclusion by both the Human Rights Campaign Foundation and by the Bloomberg Gender-Equality Index.,New York,27.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/credit-suisse-earns-recognition-for-diversity-and-inclusion.html
68,Credit Suisse Group Trading Update,Ad hoc announcement pursuant to article 53 LR,Zurich,25.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/csg-trading-update.html
69,Credit Suisse publishes agenda for the 2022 Annual General Meeting of Shareholders,Ad hoc announcement pursuant to article 53 LR,Zurich,30.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/agm-2022-invitation.html
70,Decision by a Court in Bermuda,,Zurich,29.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/decision-court-bermuda.html
71,Credit Suisse acts as Sole Conservation Bond Structurer on World Bank's 'Rhino Bond',,London,24.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/rhino-bond.html
72,Credit Suisse Group Announcement,Ad hoc announcement pursuant to article 53 LR,Zurich,23.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/update-on-trial-in-bermuda.html
73,Credit Suisse Group AG proposes new appointments to the Board of Directors,Ad hoc announcement pursuant to article 53 LR,Zurich,21.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/bod-changes.html
74,Credit Suisse celebrates the 25th year of the Asian Investment Conference as it explores the road ahead for the region over the next quarter century,"Celebrating its 25th anniversary, the Credit Suisse Asian Investment Conference (AIC) welcomes more than 3,000 attendees for a four-day conference commencing today. The attendees include over 2,000 representatives from the global investment community, who will connect virtually with senior executives from some 350 companies with a total market capitalization of over USD8 trillion, to explore what the next 25 years holds in store for the Asia Pacific (APAC) region.",Hong Kong,21.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-celebrates-25th-year-of-asian-investment-conference.html
75,Credit Suisse Group appoints Rob Cox as Group Head Corporate Communications,Credit Suisse Group today announced the appointment of Rob Cox as Group Head of Corporate Communications.,Zurich,15.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-appoints-head-corp-comms.html
76,Credit Suisse (Schweiz) AG has published its Annual Report 2021,Ad hoc announcement pursuant to article 53 LR,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-ch-annual-report-2021.html
77,Credit Suisse publishes its 2021 Annual Report and Sustainability Report,Ad hoc announcement pursuant to article 53 LR,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/ar-2021.html
78,Credit Suisse Group update on Russia,Credit Suisse Group today published details on its business exposure in Russia as part of its Annual Report disclosures and outlined its stance with respect to the impact of Russia’s invasion of Ukraine.,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-update-russia.html
79,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On March 4, 2022, Credit Suisse announced expected coupon payments for the following ETNs:",New York,04.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
80,Credit Suisse Group Statement,"In response to media reporting that Credit Suisse requested third parties to destroy documents linked to clients, Credit Suisse Group issued the following statement:",Zurich,03.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-statement-media.html
81,Credit Suisse trades more than USD 1 billion in derivatives linked to the Credit Suisse RavenPack Artificial Intelligence Index,"As of December 31, 2021, Credit Suisse has traded more than USD 1 billion in notional in derivatives linked to the Credit Suisse RavenPack Artificial Intelligence Index (Bloomberg ticker: CSRPAI5E Index).",New York,03.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-trades-more-than-usd-1-billion-in-derivatives-linked-to-the-credit-suisse-ravenpack-artificial-intelligence-index.html
82,Credit Suisse Group Statement,"In response to a consortium of media outlets publishing a series of articles, Credit Suisse Group issued the following statement:",Zurich,20.02.2022,https://www.credit-suisse.com/articles/media-releases/2022/02/en/csg-statement-media.html
83,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On February 4, 2022, Credit Suisse announced expected coupon payments for the following ETNs:",New York,04.02.2022,https://www.credit-suisse.com/articles/media-releases/2022/02/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
84,Credit Suisse Earns Recognition for Diversity and Inclusion from Human Rights Campaign Foundation and Bloomberg Gender-Equality Index,Credit Suisse today announced that it has been recognized for its deep commitment to diversity and inclusion by both the Human Rights Campaign Foundation and by the Bloomberg Gender-Equality Index.,New York,27.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/credit-suisse-earns-recognition-for-diversity-and-inclusion.html
85,Credit Suisse Group Trading Update,Ad hoc announcement pursuant to article 53 LR,Zurich,25.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/csg-trading-update.html
86,Credit Suisse Group appoints Axel P. Lehmann as new Chairman; António Horta-Osório has resigned,Ad hoc announcement pursuant to article 53 LR,Zurich,17.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/csg-bod-changes.html
87,"Credit Suisse Announces Coupon Amount on its Credit Suisse S&P MLP Index ETN (ticker symbol ""MLPO"").","On January 3, 2022, Credit Suisse declared a Coupon Amount for the Credit Suisse S&P MLP Index ETN (the ""ETN"").",New York,06.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/credit-suisse-announces-coupon-amount-on-its-credit-suisse-s-p-mlp-index-etn.html
88,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On January 6, 2022, Credit Suisse announced expected coupon payments for the following ETNs:",New York,06.01.2022,https://www.credit-suisse.com/articles/media-releases/2022/01/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
89,Credit Suisse publishes agenda for the 2022 Annual General Meeting of Shareholders,Ad hoc announcement pursuant to article 53 LR,Zurich,30.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/agm-2022-invitation.html
90,Decision by a Court in Bermuda,,Zurich,29.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/decision-court-bermuda.html
91,Credit Suisse acts as Sole Conservation Bond Structurer on World Bank's 'Rhino Bond',,London,24.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/rhino-bond.html
92,Credit Suisse Group Announcement,Ad hoc announcement pursuant to article 53 LR,Zurich,23.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/update-on-trial-in-bermuda.html
93,Credit Suisse Group AG proposes new appointments to the Board of Directors,Ad hoc announcement pursuant to article 53 LR,Zurich,21.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/bod-changes.html
94,Credit Suisse celebrates the 25th year of the Asian Investment Conference as it explores the road ahead for the region over the next quarter century,"Celebrating its 25th anniversary, the Credit Suisse Asian Investment Conference (AIC) welcomes more than 3,000 attendees for a four-day conference commencing today. The attendees include over 2,000 representatives from the global investment community, who will connect virtually with senior executives from some 350 companies with a total market capitalization of over USD8 trillion, to explore what the next 25 years holds in store for the Asia Pacific (APAC) region.",Hong Kong,21.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-celebrates-25th-year-of-asian-investment-conference.html
95,Credit Suisse Group appoints Rob Cox as Group Head Corporate Communications,Credit Suisse Group today announced the appointment of Rob Cox as Group Head of Corporate Communications.,Zurich,15.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-appoints-head-corp-comms.html
96,Credit Suisse (Schweiz) AG has published its Annual Report 2021,Ad hoc announcement pursuant to article 53 LR,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-ch-annual-report-2021.html
97,Credit Suisse publishes its 2021 Annual Report and Sustainability Report,Ad hoc announcement pursuant to article 53 LR,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/ar-2021.html
98,Credit Suisse Group update on Russia,Credit Suisse Group today published details on its business exposure in Russia as part of its Annual Report disclosures and outlined its stance with respect to the impact of Russia’s invasion of Ukraine.,Zurich,10.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-update-russia.html
99,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On March 4, 2022, Credit Suisse announced expected coupon payments for the following ETNs:",New York,04.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
100,Credit Suisse Group Statement,"In response to media reporting that Credit Suisse requested third parties to destroy documents linked to clients, Credit Suisse Group issued the following statement:",Zurich,03.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/csg-statement-media.html
101,Credit Suisse trades more than USD 1 billion in derivatives linked to the Credit Suisse RavenPack Artificial Intelligence Index,"As of December 31, 2021, Credit Suisse has traded more than USD 1 billion in notional in derivatives linked to the Credit Suisse RavenPack Artificial Intelligence Index (Bloomberg ticker: CSRPAI5E Index).",New York,03.03.2022,https://www.credit-suisse.com/articles/media-releases/2022/03/en/credit-suisse-trades-more-than-usd-1-billion-in-derivatives-linked-to-the-credit-suisse-ravenpack-artificial-intelligence-index.html
102,Credit Suisse Group Statement,"In response to a consortium of media outlets publishing a series of articles, Credit Suisse Group issued the following statement:",Zurich,20.02.2022,https://www.credit-suisse.com/articles/media-releases/2022/02/en/csg-statement-media.html
103,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On February 4, 2022, Credit Suisse announced expected coupon payments for the following ETNs:",New York,04.02.2022,https://www.credit-suisse.com/articles/media-releases/2022/02/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
